projection,unit,sex,age,geo,time,value
Baseline projections,Person,Males,Total,Czechia,2079,4981573
Baseline projections,Person,Males,Total,Czechia,2080,4977103
Baseline projections,Person,Males,Total,Czechia,2081,4973135
Baseline projections,Person,Males,Total,Czechia,2082,4969701
Baseline projections,Person,Males,Total,Czechia,2083,4966790
Baseline projections,Person,Males,Total,Czechia,2084,4964209
Baseline projections,Person,Males,Total,Czechia,2085,4961835
Baseline projections,Person,Males,Total,Czechia,2086,4959662
Baseline projections,Person,Males,Total,Czechia,2087,4957686
Baseline projections,Person,Males,Total,Czechia,2088,4955834
Baseline projections,Person,Males,Total,Czechia,2089,4954064
Baseline projections,Person,Males,Total,Czechia,2090,4952313
Baseline projections,Person,Males,Total,Czechia,2091,4950503
Baseline projections,Person,Males,Total,Czechia,2092,4948577
Baseline projections,Person,Males,Total,Czechia,2093,4946465
Baseline projections,Person,Males,Total,Czechia,2094,4944093
Baseline projections,Person,Males,Total,Czechia,2095,4941399
Baseline projections,Person,Males,Total,Czechia,2096,4938351
Baseline projections,Person,Males,Total,Czechia,2097,4934910
Baseline projections,Person,Males,Total,Czechia,2098,4931067
Baseline projections,Person,Males,Total,Czechia,2099,4926813
Baseline projections,Person,Males,Total,Czechia,2100,4922186
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2018,40843565
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2019,40962705
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2020,41058062
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2021,41137635
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2022,41204941
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2023,41260302
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2024,41307094
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2025,41349522
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2026,41385375
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2027,41417272
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2028,41443251
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2029,41465926
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2030,41483055
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2031,41494415
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2032,41500702
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2033,41502870
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2034,41501276
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2035,41494886
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2036,41482539
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2037,41466520
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2038,41443864
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2039,41417627
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2040,41388825
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2041,41357317
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2042,41323052
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2043,41287062
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2044,41249314
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2045,41210188
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2046,41171609
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2047,41130982
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2048,41089222
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2049,41044776
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2050,40998578
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2051,40951114
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2052,40904429
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2053,40858453
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2054,40813710
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2055,40768104
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2056,40724495
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2057,40678024
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2058,40632215
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2059,40588689
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2060,40547266
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2061,40509080
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2062,40475798
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2063,40447183
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2064,40420593
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2065,40396664
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2066,40374807
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2067,40353456
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2068,40333021
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2069,40313454
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2070,40294055
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2071,40274210
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2072,40253411
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2073,40231605
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2074,40208888
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2075,40184128
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2076,40158865
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2077,40131967
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2078,40105290
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2079,40078424
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2080,40052887
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2081,40028175
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2082,40005252
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2083,39982736
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2084,39961059
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2085,39940552
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2086,39921227
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2087,39903077
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2088,39886007
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2089,39869885
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2090,39854607
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2091,39839955
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2092,39825811
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2093,39811942
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2094,39798128
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2095,39784194
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2096,39769993
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2097,39755369
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2098,39740162
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2099,39724259
Baseline projections,Person,Males,Total,Germany (until 1990 former territory of the FRG),2100,39707455
Baseline projections,Person,Males,Total,Denmark,2018,2876473
Baseline projections,Person,Males,Total,Denmark,2019,2889532
Baseline projections,Person,Males,Total,Denmark,2020,2906881
Baseline projections,Person,Males,Total,Denmark,2021,2924415
Baseline projections,Person,Males,Total,Denmark,2022,2941927
Baseline projections,Person,Males,Total,Denmark,2023,2959278
Baseline projections,Person,Males,Total,Denmark,2024,2976441
Baseline projections,Person,Males,Total,Denmark,2025,2993290
Baseline projections,Person,Males,Total,Denmark,2026,3009706
Baseline projections,Person,Males,Total,Denmark,2027,3025578
Baseline projections,Person,Males,Total,Denmark,2028,3040812
Baseline projections,Person,Males,Total,Denmark,2029,3055673
Baseline projections,Person,Males,Total,Denmark,2030,3069847
Baseline projections,Person,Males,Total,Denmark,2031,3083318
Baseline projections,Person,Males,Total,Denmark,2032,3096009
Baseline projections,Person,Males,Total,Denmark,2033,3107736
Baseline projections,Person,Males,Total,Denmark,2034,3118651
Baseline projections,Person,Males,Total,Denmark,2035,3128909
Baseline projections,Person,Males,Total,Denmark,2036,3138558
Baseline projections,Person,Males,Total,Denmark,2037,3147642
Baseline projections,Person,Males,Total,Denmark,2038,3156187
Baseline projections,Person,Males,Total,Denmark,2039,3164227
Baseline projections,Person,Males,Total,Denmark,2040,3171800
Baseline projections,Person,Males,Total,Denmark,2041,3178929
Baseline projections,Person,Males,Total,Denmark,2042,3185650
Baseline projections,Person,Males,Total,Denmark,2043,3191984
Baseline projections,Person,Males,Total,Denmark,2044,3197961
Baseline projections,Person,Males,Total,Denmark,2045,3203633
Baseline projections,Person,Males,Total,Denmark,2046,3209018
Baseline projections,Person,Males,Total,Denmark,2047,3214137
Baseline projections,Person,Males,Total,Denmark,2048,3219032
Baseline projections,Person,Males,Total,Denmark,2049,3223690
Baseline projections,Person,Males,Total,Denmark,2050,3228131
Baseline projections,Person,Males,Total,Denmark,2051,3232366
Baseline projections,Person,Males,Total,Denmark,2052,3236577
Baseline projections,Person,Males,Total,Denmark,2053,3240773
Baseline projections,Person,Males,Total,Denmark,2054,3245006
Baseline projections,Person,Males,Total,Denmark,2055,3249372
Baseline projections,Person,Males,Total,Denmark,2056,3253902
Baseline projections,Person,Males,Total,Denmark,2057,3258457
Baseline projections,Person,Males,Total,Denmark,2058,3263195
Baseline projections,Person,Males,Total,Denmark,2059,3267912
Baseline projections,Person,Males,Total,Denmark,2060,3272742
Baseline projections,Person,Males,Total,Denmark,2061,3277548
Baseline projections,Person,Males,Total,Denmark,2062,3282193
Baseline projections,Person,Males,Total,Denmark,2063,3286743
Baseline projections,Person,Males,Total,Denmark,2064,3291157
Baseline projections,Person,Males,Total,Denmark,2065,3295486
Baseline projections,Person,Males,Total,Denmark,2066,3299795
Baseline projections,Person,Males,Total,Denmark,2067,3303930
Baseline projections,Person,Males,Total,Denmark,2068,3307926
Baseline projections,Person,Males,Total,Denmark,2069,3311817
Baseline projections,Person,Males,Total,Denmark,2070,3315557
Baseline projections,Person,Males,Total,Denmark,2071,3319118
Baseline projections,Person,Males,Total,Denmark,2072,3322563
Baseline projections,Person,Males,Total,Denmark,2073,3325754
Baseline projections,Person,Males,Total,Denmark,2074,3328779
Baseline projections,Person,Males,Total,Denmark,2075,3331425
Baseline projections,Person,Males,Total,Denmark,2076,3333800
Baseline projections,Person,Males,Total,Denmark,2077,3335712
Baseline projections,Person,Males,Total,Denmark,2078,3337298
Baseline projections,Person,Males,Total,Denmark,2079,3338531
Baseline projections,Person,Males,Total,Denmark,2080,3339396
Baseline projections,Person,Males,Total,Denmark,2081,3339903
Baseline projections,Person,Males,Total,Denmark,2082,3340223
Baseline projections,Person,Males,Total,Denmark,2083,3340201
Baseline projections,Person,Males,Total,Denmark,2084,3339916
Baseline projections,Person,Males,Total,Denmark,2085,3339457
Baseline projections,Person,Males,Total,Denmark,2086,3338842
Baseline projections,Person,Males,Total,Denmark,2087,3338111
Baseline projections,Person,Males,Total,Denmark,2088,3337304
Baseline projections,Person,Males,Total,Denmark,2089,3336467
Baseline projections,Person,Males,Total,Denmark,2090,3335604
Baseline projections,Person,Males,Total,Denmark,2091,3334737
Baseline projections,Person,Males,Total,Denmark,2092,3333867
Baseline projections,Person,Males,Total,Denmark,2093,3333003
Baseline projections,Person,Males,Total,Denmark,2094,3332147
